premise,hypothesis,lila_label,lila_script
Peter purchased 30 kg of rice at the rate of $11.50 per kg and 20 kg of rice at the rate of 14.25 per kg.,Peter purchased 20 kg of rice at the rate of $11.50 per kg and 20 kg of rice at the rate of 14.25 per kg.,contradiction,"Peter_purchased_rice_s1=30
Peter_purchased_rice_s2=20
if Peter_purchased_rice_s1 is None or Peter_purchased_rice_s2 is None:
   print('neutral')
elif Peter_purchased_rice_s1 == Peter_purchased_rice_s2:
   print('Entailment')
elif Peter_purchased_rice_s1 != Peter_purchased_rice_s2:
   print('contradiction')
"
"The average number of shirts with Salman, Ambani and Dalmiya is more than 10, if all of them reached a shopping mall in Delhi and purchased 14 shirts each of them then average number of shirt each of them now has.","The average number of shirts with Salman, Ambani and Dalmiya is 40, if all of them reached a shopping mall in Delhi and purchased 14 shirts each of them then average number of shirt each of them now has.",neutral,"Shirts_average_s1=10
Shirts_average_s1=None
Shirts_average_s2=40
if Shirts_average_s1 is None or Shirts_average_s2 is None:
   print('neutral')
elif Shirts_average_s1 == Shirts_average_s2:
   print('Entailment')
elif Shirts_average_s1 != Shirts_average_s2:
   print('contradiction')
"
"Dacid obtained more than 35, 35, 52, 47 and 55 marks (out of 100) in English, Mathematics, Physics, Chemistry and Biology.","Dacid obtained 45, 35, 52, 47 and 55 marks (out of 100) in English, Mathematics, Physics, Chemistry and Biology.",neutral,"Dacid_marks_s1=35,35,52,47,55
Dacid_marks_s1=None
Dacid_marks_s2=45,35,52,47,55
if Dacid_marks_s1 is None or Dacid_marks_s2 is None:
   print('neutral')
elif Dacid_marks_s1 == Dacid_marks_s2:
   print('Entailment')
elif Dacid_marks_s1 != Dacid_marks_s2:
   print('contradiction')
"
"Twenty-two of the dead were U.S. Navy personnel, the Pentagon said.",17 were Navy SEALs.,neutral,"Us_navy_personnel_dead_s1=None
Navy_seal_s1=17
if Us_navy_personnel_dead_s1 is None or Navy_seal_s1 is None:
   print('neutral')
elif Us_navy_personnel_dead_s1 == Navy_seal_s1:
   print('Entailment')
elif Us_navy_personnel_dead_s1 != Navy_seal_s1:
   print('contradiction')
"
"Mike picked 32.0 limes, and Alyssa ate 25.0 limes and Tom picked 12.0 plums.",7.0 limes were left.,Entailment,"Mike_limes_s1=32-25
Limes_left_s1=7
if Mike_limes_s1 is None or Limes_left_s1 is None:
   print('neutral')
elif Mike_limes_s1 == Limes_left_s1:
   print('Entailment')
elif Mike_limes_s1 != Limes_left_s1:
   print('contradiction')
"
"Peter has more than 3 candies, rina has 5 candies.","Peter has 9 candies, rina has 5 candies.",neutral,"candies_s1=5+3
candies_s1=None
candies_s2=9+5
if candies_s1 is None or candies_s2 is None:
   print('neutral')
elif candies_s1 == candies_s2:
   print('Entailment')
elif candies_s1 != candies_s2:
   print('contradiction')"
"Four different children have jelly beans:Aaron has 5, Bianca has 7, Callie has 8, and Dante has 19.","Four different children have jelly beans:Aaron has less than 8, Bianca has 7, Callie has 8, and Dante has 19.",Entailment,"Jelly_beans_s1=5+7+8+19
Jelly_beans_s2=5+7+8+19
if Jelly_beans_s1 is None or Jelly_beans_s2 is None:
   print('neutral')
elif Jelly_beans_s1 == Jelly_beans_s2:
   print('Entailment')
elif Jelly_beans_s1 != Jelly_beans_s2:
   print('contradiction')
"
42 -- The number that appears on Danny's shirt in the movie.,$19 million -- That's the estimated budget for the movie version.,neutral,"Danny_shirt_number_s1=42
Danny_shirt_number_s2=19
Danny_shirt_number_s2=None
if Danny_shirt_number_s1 is None or Danny_shirt_number_s2 is None:
   print('neutral')
elif Danny_shirt_number_s1 == Danny_shirt_number_s2:
   print('Entailment')
elif Danny_shirt_number_s1 != Danny_shirt_number_s2:
   print('contradiction')
"
6.0 students were sitting at each table in the lunchroom and there are 34.0 tables.,202.0 students were sitting in the lunchroom.,contradiction,"Students_s1=6*34
Students_s2=202
if Students_s1 is None or Students_s2 is None:
   print('neutral')
elif Students_s1 == Students_s2:
   print('Entailment')
elif Students_s1 != Students_s2:
   print('contradiction')
"
"30% people of a village in Sri Lanka died by bombardment, 25% of the remainder left the village on account of fear.","less than 50% people of a village in Sri Lanka died by bombardment, 25% of the remainder left the village on account of fear.",Entailment,"Bombardment_s1=30
Bombardment_s2=50
if Bombardment_s1 is None or Bombardment_s2 is None:
   print('neutral')
elif Bombardment_s1 <= Bombardment_s2:
   print('Entailment')
elif Bombardment_s1 != Bombardment_s2:
   print('contradiction')
"
"more than 2970, then what will be the share of Sameer in the profit?","6970, then what will be the share of Sameer in the profit?",neutral,"Sameer_share_s1=2970
Sameer_share_s1=None
Sameer_share_s2=66970
if Sameer_share_s1 is None or Sameer_share_s2 is None:
   print('neutral')
elif Sameer_share_s1 == Sameer_share_s2:
   print('Entailment')
elif Sameer_share_s1 != Sameer_share_s2:
   print('contradiction')
"
"It was centered 156 kilometers east-northeast of Bitung, Indonesia, and 164 kilometers west of Tobelo in the same South Asian nation.","The tremor strikes over 150 kilometers off the coast of Ternate, Indonesia.",Entailment,"Kilometers_s1=156
Kilometers_s1=150
if Kilometers_s1 is None or Kilometers_s1 is None:
   print('neutral')
elif Kilometers_s1 <= Kilometers_s1:
   print('Entailment')
elif Kilometers_s1 != Kilometers_s1:
   print('contradiction')
"
"If the toy store is stocked with less than 8 types of balls and 6 types of board games, how many different selections Q of the 4 items can Amanda make?","If the toy store is stocked with 3 types of balls and 6 types of board games, how many different selections Q of the 4 items can Amanda make?",neutral,"toy_stored_stock_s1 = 8
toy_stored_stock_s1 = None
toy_stored_stock_s2 = 3
if toy_stored_stock_s1 is None or toy_stored_stock_s2 is None:
   print('neutral')
elif toy_stored_stock_s1 == toy_stored_stock_s2:
   print('Entailment')
elif toy_stored_stock_s1 != toy_stored_stock_s2:
   print('contradiction')"
Ashok and Pyarelal invested money together in a business and share a capital of Ashok is less than 6/9 of that of Pyarelal.,Ashok and Pyarelal invested money together in a business and share a capital of Ashok is 1/9 of that of Pyarelal.,neutral,"Share_captial_of_ashok_s1=6/9
Share_captial_of_ashok_s1=None
Share_captial_of_ashok_s2 =1/9
if Share_captial_of_ashok_s1 is None or Share_captial_of_ashok_s2 is None:
   print('neutral')
elif Share_captial_of_ashok_s1 == Share_captial_of_ashok_s2:
   print('Entailment')
elif Share_captial_of_ashok_s1 != Share_captial_of_ashok_s2:
   print('contradiction')"
"For dinner, Sandy ate less than 300 grams of corn which was five times as much corn as she ate for lunch, and twice as much corn as she ate for breakfast.","For dinner, Sandy ate 200 grams of corn which was five times as much corn as she ate for lunch, and twice as much corn as she ate for breakfast.",neutral,"Sandy_eat_s1=300 #lessthan 300 Not a proper number
Sandy_eat_s1=None
Sandy_eat_s2=200
if Sandy_eat_s1 is None or Sandy_eat_s2 is None:
   print('neutral')
elif Sandy_eat_s1 == Sandy_eat_s2:
   print('Entailment')
elif Sandy_eat_s1 != Sandy_eat_s2:
   print('contradiction')"
"One hundred and twenty kilometers out into the Caspian Sea, it's still actually within the capital Baku's city limits.",It is 120km from land but still within the capital Baku's city limits.,Entailment,"caspian_sea_s1=120
caspian_sea_s2=120
if caspian_sea_s1 is None or caspian_sea_s2 is None:
   print('neutral')
elif caspian_sea_s1 == caspian_sea_s2:
   print('Entailment')
elif caspian_sea_s1 != caspian_sea_s2:
   print('contradiction')
"
"In the biology lab of '' Jefferson'' High School there are 6.48 * 10 ^ 6 germs, equally divided among 10,800 Petri dishes.","In the biology lab of '' Jefferson'' High School there are 6.48 * 60 ^ 6 germs, equally divided among 10,800 Petri dishes.",contradiction,"Germs_s1=6480000
Germs_s2=302330880000
if Germs_s1 is None or Germs_s2 is None:
   print('neutral')
elif Germs_s1 == Germs_s2:
   print('Entailment')
elif Germs_s1 != Germs_s2:
   print('contradiction')
"
"Of a certain group of 100 people, 40 graduated from High School O, 65 graduated from College Y, and 30 live in City Z.","Of a certain group of less than 600 people, 40 graduated from High School O, 65 graduated from College Y, and 30 live in City Z.",Entailment,"Group_of_people_s1=100
Group_of_people_s2=600
if Group_of_people_s1 is None or Group_of_people_s2 is None:
   print('neutral')
elif Group_of_people_s1 <= Group_of_people_s2:
   print('Entailment')
elif Group_of_people_s1 != Group_of_people_s2:
   print('contradiction')
"
James takes a trip and drives 7 hours from Town A to Town C at a rate of 30 miles per hour.,James takes a trip and drives more than 1 hours from Town A to Town C at a rate of 30 miles per hour.,Entailment,"Drives_A_to_C_s1=7
Drives_A_to_C_s2=1
if Drives_A_to_C_s1 is None or Drives_A_to_C_s2 is None:
   print('neutral')
elif Drives_A_to_C_s1 >= Drives_A_to_C_s2:
   print('Entailment')
elif Drives_A_to_C_s1 != Drives_A_to_C_s2:
   print('contradiction')"
"On the first day, each patient received 15 milligrams of Dosaxin.","On the first day, each patient received less than 85 milligrams of Dosaxin.",Entailment,"Dosaxin_first_day_s1=15
Dosaxin_first_day_s2=85
if Dosaxin_first_day_s1 is None or Dosaxin_first_day_s2 is None:
   print('neutral')
elif Dosaxin_first_day_s1 <= Dosaxin_first_day_s2:
   print('Entailment')
elif Dosaxin_first_day_s1 != Dosaxin_first_day_s2:
   print('contradiction')"
He works at it for 20 days and then Rajesh finished it in 30 days.,He works at it for 50 days and then Rajesh finished it in 30 days.,contradiction,"Works_s1=20
Works_s2=50
if Works_s1 is None or Works_s2 is None:
   print('neutral')
elif Works_s1 == Works_s2:
   print('Entailment')
elif Works_s1 != Works_s2:
   print('contradiction')
"
Frank is 13 years younger then John.,Frank is less than 63 years younger then John.,Entailment,"Frank_age_s1=13
Frank_age_s2=63
if Frank_age_s1 is None or Frank_age_s2 is None:
   print('neutral')
elif Frank_age_s1 <= Frank_age_s2:
   print('Entailment')
elif Frank_age_s1 != Frank_age_s2:
   print('contradiction')
"
Jason has 7.0 violet balloons and 4.0 red balloons and he lost 3.0 of the violet balloons.,Jason has 4.0 violet balloons now.,Entailment,"Jason_violet_ballons_s1=7-3
Jason_violet_ballons_s2=4
if Jason_violet_ballons_s1 is None or Jason_violet_ballons_s2 is None:
   print('neutral')
elif Jason_violet_ballons_s1 == Jason_violet_ballons_s2:
   print('Entailment')
elif Jason_violet_ballons_s1 != Jason_violet_ballons_s2:
   print('contradiction')
"
"According to the autopsy report, Box had five different painkillers in his system -- oxymorphone, morphine, hydrocodone, hydromorphone and oxycodone -- as well as alprazolam, an anti-anxiety drug.",Medical examiner's report shows player had five different painkillers in his system.,neutral,"painkillers_s1 = None
painkillers_s2 = 5

if painkillers_s1 is None or painkillers_s2 is None:
   print('neutral')

elif painkillers_s1 == painkillers_s2:
   print('Entailment')

elif painkillers_s1 != painkillers_s2:
  print('contradiction')"
"A train travels from Albany to Syracuse, a distance of 120 miles, at the average rate of 30 miles per hour.","A train travels from Albany to Syracuse, a distance of less than 620 miles, at the average rate of 30 miles per hour.",Entailment,"Distance_s1=120
Distance_s2=620
if Distance_s1 is None or Distance_s2 is None:
   print('neutral')
elif Distance_s1 <= Distance_s2:
   print('Entailment')
elif Distance_s1 != Distance_s2:
   print('contradiction')
"
"more than 4% people of a village in Sri Lanka died by bombardment, 15% of the remainder left the village on account of fear.","8% people of a village in Sri Lanka died by bombardment, 15% of the remainder left the village on account of fear.",neutral,"Died_by_bombbardment_s1=4
Died_by_bombbardment_s2=8
if Died_by_bombbardment_s1 is None or Died_by_bombbardment_s2 is None:
   print('neutral')
elif Died_by_bombbardment_s1 >= Died_by_bombbardment_s2:
   print('Entailment')
elif Died_by_bombbardment_s1 != Died_by_bombbardment_s2:
   print('contradiction')
"
"A renovation project required 0.16666666666666666 truck-load of sand, 0.3333333333333333 truck-load of dirt, and 0.16666666666666666 truck-load of cement.",0.6666666667 truck-loads of material were needed in all.,Entailment,"Required_for_renovation_s1=0.6666666667
Required_for_renovation_s2=0.6666666667 
if Required_for_renovation_s1 is None or Required_for_renovation_s2 is None:
   print('neutral')
elif Required_for_renovation_s1 == Required_for_renovation_s2:
   print('Entailment')
elif Required_for_renovation_s1 != Required_for_renovation_s2:
   print('contradiction')
"
"Mary selects a total of 10 apples and oranges from the food stand, and the average (arithmetic mean) price of the 10 pieces of fruit is 54 ¢.","Mary selects a total of less than 40 apples and oranges from the food stand, and the average (arithmetic mean) price of the 10 pieces of fruit is 54 ¢.",Entailment,"Mary_selects_s1=10
Mary_selects_s2=40 
if Mary_selects_s1 is None or Mary_selects_s2 is None:
   print('neutral')
elif Mary_selects_s1 <= Mary_selects_s2:
   print('Entailment')
elif Mary_selects_s1 != Mary_selects_s2:
   print('contradiction')
"
"George's drawer has 10 loose black socks, 13 loose blue socks, and 8 loose white socks.","George's drawer has less than 10 loose black socks, 13 loose blue socks, and 8 loose white socks.",contradiction,"Losse_balck_socks_s1=10
Losse_balck_socks_s2=10-1
if Losse_balck_socks_s1 is None or Losse_balck_socks_s2 is None:
   print('neutral')
elif Losse_balck_socks_s1 == Losse_balck_socks_s2:
   print('Entailment')
elif Losse_balck_socks_s1 != Losse_balck_socks_s2:
   print('contradiction')
"
"121, 144, 169, 196, 225, 256, 288, 324, 361.","less than 321, 144, 169, 196, 225, 256, 288, 324, 361.",Entailment,"X_s1 = 121,144,169
X_s2 = 321,144,169

if X_s1 is None or X_s2 is None:
   print('neutral')

elif X_s1 <= X_s2:
   print('Entailment')

elif X_s1 != X_s2:
  print('contradiction')"
Nitin borrowed some money at the rate of more than 2% p.,Nitin borrowed some money at the rate of 6% p.,neutral,"Nitin_borrowed_Money_s1=2
Nitin_borrowed_Money_s1=None #morethan 2 not proper number
Nitin_borrowed_Money_s2=6
if Nitin_borrowed_Money_s1 is None or Nitin_borrowed_Money_s2 is None:
   print('neutral')
elif Nitin_borrowed_Money_s1 == Nitin_borrowed_Money_s2:
   print('Entailment')
elif Nitin_borrowed_Money_s1 != Nitin_borrowed_Money_s2:
   print('contradiction')
"
Lucy deposited $more than 42500 in an investment fund that provided 12 percent annual return compounded quarterly.,Lucy deposited $62500 in an investment fund that provided 12 percent annual return compounded quarterly.,neutral,"Lucy_deposited_s1=42500
Lucy_deposited_s1=None
Lucy_deposited_s2=62500
if Lucy_deposited_s1 is None or Lucy_deposited_s2 is None:
   print('neutral')
elif Lucy_deposited_s1 == Lucy_deposited_s2:
   print('Entailment')
elif Lucy_deposited_s1 != Lucy_deposited_s2:
   print('contradiction')
"
